room_id,room_name,capacity,has_ac,has_private_bath,has_balcony,has_kitchen,has_laundry,has_wifi,has_parking
605,Room_605,3,0,0,1,0,0,0,0
606,Room_606,2,1,0,0,0,1,1,0
607,Room_607,1,1,0,1,0,0,0,1
608,Room_608,2,1,0,0,1,0,1,1
609,Room_609,2,1,0,1,0,0,0,0
610,Room_610,3,1,0,1,0,1,1,0
611,Room_611,2,1,0,0,0,0,1,1
612,Room_612,2,1,1,1,0,0,0,0
613,Room_613,2,1,1,1,1,1,0,1
614,Room_614,3,0,1,1,1,1,0,1
615,Room_615,1,0,0,0,0,0,1,0
616,Room_616,3,0,0,0,1,1,0,0
617,Room_617,3,0,0,0,1,1,0,0
618,Room_618,4,1,0,0,1,0,0,1
619,Room_619,2,1,1,0,1,1,0,1
620,Room_620,3,1,0,0,1,1,0,0
621,Room_621,2,0,0,0,0,1,0,0
622,Room_622,2,0,0,0,1,1,1,0
623,Room_623,3,0,1,0,1,0,0,1
624,Room_624,2,0,1,0,1,0,1,1
625,Room_625,1,0,0,1,1,1,1,0
626,Room_626,2,1,0,1,1,0,0,1
627,Room_627,2,1,1,0,0,0,0,0
628,Room_628,2,0,1,0,0,1,1,0
629,Room_629,2,0,1,1,0,1,1,1
630,Room_630,1,0,0,0,0,1,1,1
631,Room_631,2,1,0,1,0,0,1,0
632,Room_632,2,1,1,0,1,0,0,1
633,Room_633,3,0,1,1,0,0,1,1
634,Room_634,2,1,0,0,0,0,1,1
635,Room_635,3,0,0,1,1,0,0,0
636,Room_636,1,0,1,1,0,1,1,0
637,Room_637,2,0,0,0,0,1,0,1
638,Room_638,2,1,1,1,1,0,1,1
639,Room_639,3,1,1,0,0,1,1,1
640,Room_640,3,0,0,0,1,1,0,0
641,Room_641,3,1,1,0,1,1,1,1
642,Room_642,2,0,0,1,0,0,1,0
643,Room_643,4,0,1,1,1,1,1,1
644,Room_644,2,1,0,1,1,0,0,1
645,Room_645,4,0,1,0,0,0,0,0
646,Room_646,3,1,1,0,0,1,0,0
647,Room_647,3,1,1,1,1,1,0,1
648,Room_648,2,1,1,1,0,1,0,1
649,Room_649,2,1,1,0,0,1,1,1
650,Room_650,3,0,1,1,0,0,1,1
651,Room_651,2,1,0,0,0,1,0,0
652,Room_652,3,1,1,0,1,0,1,1
653,Room_653,1,0,0,0,0,1,0,0
654,Room_654,2,0,0,1,0,1,1,0
655,Room_655,1,0,1,1,0,0,1,1
656,Room_656,2,1,0,1,1,0,1,1
657,Room_657,4,1,0,1,0,1,1,0
658,Room_658,2,1,0,1,1,1,0,1
659,Room_659,4,1,0,1,0,1,0,1
660,Room_660,2,0,0,0,1,0,1,0
661,Room_661,2,1,1,1,0,1,1,1
662,Room_662,2,0,1,1,0,1,0,0
663,Room_663,3,0,1,1,1,1,0,1
664,Room_664,2,0,0,0,0,1,0,1
665,Room_665,2,1,1,1,1,1,0,1
666,Room_666,3,0,1,1,0,0,0,0
667,Room_667,1,0,1,0,1,1,0,0
668,Room_668,2,0,0,0,1,0,1,1
669,Room_669,3,1,1,0,1,1,1,1
670,Room_670,1,0,0,0,0,0,1,1
671,Room_671,3,1,1,1,1,0,1,0
672,Room_672,2,0,0,0,1,1,0,1
673,Room_673,4,0,1,0,1,1,1,1
674,Room_674,2,0,0,0,0,1,1,0
675,Room_675,3,0,1,1,1,0,0,0
676,Room_676,3,1,0,0,1,0,0,0
677,Room_677,3,0,1,0,1,0,0,0
678,Room_678,2,1,0,1,1,1,1,1
679,Room_679,2,0,0,0,0,0,1,1
680,Room_680,4,0,0,1,1,1,1,0
681,Room_681,2,1,1,0,1,1,1,0
682,Room_682,4,0,1,1,0,1,0,0
683,Room_683,3,1,0,1,1,1,0,0
684,Room_684,4,1,0,1,0,0,1,1
685,Room_685,2,1,0,1,0,0,1,0
686,Room_686,3,1,1,1,0,0,1,0
687,Room_687,2,1,1,1,1,1,1,0
688,Room_688,2,1,1,1,1,1,1,0
689,Room_689,3,1,0,0,1,1,1,0
690,Room_690,3,0,1,1,0,1,1,0
691,Room_691,3,1,1,1,1,0,1,1
692,Room_692,4,1,0,1,1,1,0,1
693,Room_693,3,1,1,1,0,1,1,0
694,Room_694,2,1,1,0,1,0,1,0
695,Room_695,2,0,0,0,1,0,1,1
696,Room_696,3,0,0,1,0,0,1,1
697,Room_697,3,1,1,0,0,1,1,1
698,Room_698,3,0,1,1,1,1,1,0
699,Room_699,2,1,0,1,1,1,1,1
700,Room_700,2,1,0,0,1,0,1,1
701,Room_701,4,0,1,0,0,1,0,0
702,Room_702,2,1,1,0,1,1,0,1
703,Room_703,3,0,0,0,1,1,1,0
704,Room_704,3,1,0,1,0,1,1,0
705,Room_705,3,1,1,0,1,1,0,0
706,Room_706,2,1,0,0,1,0,0,0
707,Room_707,2,1,0,0,1,1,0,1
708,Room_708,4,1,0,0,0,1,0,0
709,Room_709,2,1,1,1,0,0,1,1
710,Room_710,4,0,0,0,0,1,0,1
711,Room_711,3,0,0,0,1,1,1,0
712,Room_712,4,0,0,0,1,1,1,0
713,Room_713,2,1,1,1,1,1,0,0
714,Room_714,2,1,0,0,1,1,0,1
715,Room_715,1,0,1,0,1,1,0,0
716,Room_716,2,0,1,0,1,0,0,0
717,Room_717,2,1,1,1,1,1,0,1
718,Room_718,1,0,1,0,1,1,0,1
719,Room_719,1,0,0,0,0,0,1,1
720,Room_720,2,1,1,1,1,1,0,0
721,Room_721,2,1,0,1,0,0,1,1
722,Room_722,2,1,1,1,0,1,1,1
723,Room_723,2,0,0,1,1,0,0,1
724,Room_724,1,1,0,1,0,0,0,1
725,Room_725,2,1,0,0,0,1,1,1
726,Room_726,2,0,1,0,0,1,1,1
727,Room_727,2,0,0,0,1,0,1,0
728,Room_728,2,1,0,1,0,1,0,0
729,Room_729,2,1,0,1,1,0,0,0
730,Room_730,2,1,1,0,0,1,1,0
731,Room_731,2,1,0,0,1,1,0,0
732,Room_732,3,1,1,0,0,1,0,0
733,Room_733,3,0,0,0,1,0,1,1
734,Room_734,2,0,1,1,0,1,1,0
735,Room_735,2,1,1,1,1,0,1,1
736,Room_736,4,0,0,1,0,0,0,0
737,Room_737,3,1,0,1,1,0,0,1
738,Room_738,2,1,0,1,1,0,1,1
739,Room_739,2,0,0,0,1,0,0,1
740,Room_740,2,1,0,1,1,1,1,0
741,Room_741,3,0,1,0,0,1,0,1
742,Room_742,4,0,0,1,1,1,1,0
743,Room_743,2,0,0,0,1,0,0,1
744,Room_744,3,1,1,1,1,1,1,0
745,Room_745,3,1,1,1,1,1,0,0
746,Room_746,4,1,1,1,1,0,1,0
747,Room_747,2,0,0,1,1,1,1,1
748,Room_748,4,1,0,1,1,0,1,1
749,Room_749,3,0,0,1,0,0,1,0
750,Room_750,2,1,1,1,0,0,0,1
751,Room_751,2,0,0,0,0,0,0,0
752,Room_752,3,1,1,1,1,1,0,1
753,Room_753,4,0,1,1,1,0,1,1
754,Room_754,2,1,0,0,1,0,0,1
755,Room_755,2,1,1,0,1,1,1,0
756,Room_756,3,1,1,0,1,0,1,0
757,Room_757,1,0,1,1,0,1,1,0
758,Room_758,1,0,1,0,0,0,1,0
759,Room_759,3,1,1,0,1,1,1,0
760,Room_760,3,0,1,1,0,1,1,1
761,Room_761,3,1,1,1,0,0,0,0
762,Room_762,2,1,1,0,0,1,0,1
763,Room_763,4,1,0,1,1,1,1,0
764,Room_764,4,0,0,1,1,0,0,1
765,Room_765,3,1,1,1,0,0,0,0
766,Room_766,3,0,1,0,0,0,1,1
767,Room_767,4,1,1,1,1,0,0,0
768,Room_768,3,0,1,0,0,1,0,0
769,Room_769,3,0,1,1,1,1,1,1
770,Room_770,2,0,1,0,1,0,0,0
771,Room_771,2,1,1,1,1,0,0,1
772,Room_772,2,0,0,0,0,0,1,1
773,Room_773,2,0,0,0,0,1,0,0
774,Room_774,1,1,1,1,1,0,0,0
775,Room_775,1,0,0,0,1,1,0,1
776,Room_776,3,0,1,1,1,1,1,0
777,Room_777,2,0,0,0,1,1,1,1
778,Room_778,3,0,0,1,0,0,0,0
779,Room_779,2,1,0,0,0,0,1,0
780,Room_780,2,0,1,0,0,0,1,0
781,Room_781,2,1,0,0,0,0,1,1
782,Room_782,2,1,0,0,1,1,0,1
783,Room_783,2,1,0,0,0,0,0,1
784,Room_784,3,0,0,0,1,1,0,1
785,Room_785,2,1,0,1,0,0,1,1
786,Room_786,1,1,0,1,1,0,1,1
787,Room_787,4,0,0,0,0,1,1,1
788,Room_788,2,0,1,0,0,1,1,1
789,Room_789,3,1,1,1,1,1,1,1
790,Room_790,1,1,0,0,0,1,0,0
791,Room_791,3,0,0,0,0,0,0,0
792,Room_792,1,0,0,1,1,0,1,0
793,Room_793,2,1,1,0,1,0,1,0
794,Room_794,2,0,0,1,0,1,0,0
795,Room_795,2,1,1,1,0,0,1,0
796,Room_796,2,0,0,1,0,1,1,0
797,Room_797,4,0,1,0,0,1,0,0
798,Room_798,2,0,0,0,0,0,1,1
799,Room_799,2,0,1,0,0,0,0,1
800,Room_800,4,1,1,1,1,1,1,1
801,Room_801,2,0,0,0,1,1,0,1
802,Room_802,3,1,0,0,0,1,0,0
803,Room_803,4,0,1,1,0,1,0,1
804,Room_804,3,0,1,1,0,0,0,0
805,Room_805,2,0,0,1,0,1,0,0
806,Room_806,3,1,0,1,1,0,0,0
807,Room_807,3,0,1,1,0,1,0,1
808,Room_808,3,1,1,0,0,1,1,1
809,Room_809,3,0,0,1,0,0,1,1
810,Room_810,3,1,0,1,0,0,1,1
811,Room_811,4,0,0,1,1,0,1,1
812,Room_812,2,1,1,1,0,0,1,1
813,Room_813,2,1,1,1,0,0,0,0
814,Room_814,2,0,1,0,0,0,0,1
815,Room_815,2,0,1,0,0,1,1,1
816,Room_816,2,1,1,0,0,1,1,1
817,Room_817,2,1,0,1,1,0,0,0
818,Room_818,3,1,1,1,1,1,1,0
819,Room_819,2,1,1,1,1,1,0,0
820,Room_820,3,1,0,0,0,1,1,1
821,Room_821,3,1,1,1,1,0,1,1
822,Room_822,1,0,0,0,0,0,0,0
823,Room_823,2,1,1,0,0,1,0,0
824,Room_824,2,0,0,0,0,0,1,0
825,Room_825,3,0,0,0,0,1,1,0
826,Room_826,4,1,0,1,1,1,0,1
827,Room_827,3,1,1,1,1,1,0,1
828,Room_828,2,1,1,1,0,0,0,1
829,Room_829,2,0,1,0,1,0,1,1
830,Room_830,3,0,0,1,1,1,0,1
831,Room_831,3,1,0,1,1,0,1,0
832,Room_832,2,1,1,0,0,0,1,0
833,Room_833,1,0,0,1,1,1,1,0
834,Room_834,2,0,1,1,1,1,1,1
835,Room_835,3,0,1,0,1,0,0,1
836,Room_836,4,1,1,0,0,1,0,0
837,Room_837,2,1,0,1,0,1,1,0
838,Room_838,2,0,0,1,1,1,0,1
839,Room_839,1,0,1,1,0,1,0,0
840,Room_840,2,1,0,1,1,0,1,1
841,Room_841,2,0,1,1,0,0,1,1
842,Room_842,2,1,0,0,1,0,0,0
843,Room_843,2,1,1,0,0,0,0,1
844,Room_844,3,1,1,0,1,1,0,0
845,Room_845,4,0,0,1,0,1,1,0
846,Room_846,3,1,0,1,1,0,1,1
847,Room_847,3,1,1,1,1,1,0,1
848,Room_848,1,0,1,0,0,1,1,0
849,Room_849,2,1,1,1,0,0,1,1
850,Room_850,2,0,1,1,1,0,1,0
851,Room_851,2,0,1,1,1,0,1,0
852,Room_852,3,0,0,0,0,0,1,1
853,Room_853,2,0,0,0,1,0,0,0
854,Room_854,4,1,0,0,1,1,0,0
855,Room_855,4,1,0,1,0,0,1,1
856,Room_856,3,0,0,0,1,0,0,1
857,Room_857,2,1,0,0,1,0,0,0
858,Room_858,2,0,0,1,1,1,0,1
859,Room_859,1,1,1,1,1,0,1,1
860,Room_860,3,0,0,1,0,1,0,0
861,Room_861,2,1,0,1,1,1,0,1
862,Room_862,2,1,0,0,1,1,0,1
863,Room_863,2,0,1,0,0,1,1,0
864,Room_864,2,1,1,1,0,1,0,1
865,Room_865,4,1,0,0,0,1,0,1
866,Room_866,3,0,0,1,0,0,1,0
867,Room_867,3,1,0,1,1,1,0,1
868,Room_868,2,1,0,0,0,0,1,0
869,Room_869,3,1,0,0,0,0,1,0
870,Room_870,3,1,1,0,0,0,1,0
871,Room_871,3,0,1,0,1,0,0,0
872,Room_872,3,1,1,1,1,0,0,1
873,Room_873,2,1,1,0,1,1,1,1
874,Room_874,2,1,0,1,1,1,0,1
875,Room_875,4,1,0,1,0,0,1,1
876,Room_876,2,1,0,0,1,1,1,0
877,Room_877,3,1,1,0,0,1,1,1
878,Room_878,2,1,0,1,0,1,1,0
879,Room_879,2,1,1,0,1,0,1,0
880,Room_880,4,0,0,1,1,1,1,0
881,Room_881,2,0,1,0,0,1,1,1
882,Room_882,1,0,1,1,1,1,1,0
883,Room_883,2,1,0,0,1,1,1,0
884,Room_884,3,1,0,1,1,0,1,1
885,Room_885,2,0,0,0,1,1,0,0
886,Room_886,1,0,1,1,1,0,1,1
887,Room_887,2,1,1,0,1,0,1,0
888,Room_888,3,1,0,0,0,1,1,1
889,Room_889,4,0,1,1,1,1,0,0
890,Room_890,2,0,1,1,1,1,1,0
891,Room_891,2,0,0,0,0,0,0,0
892,Room_892,2,1,1,0,1,0,0,1
893,Room_893,2,1,1,1,1,0,0,1
894,Room_894,3,1,0,1,1,1,1,0
895,Room_895,3,0,1,0,0,1,1,1
896,Room_896,3,1,1,0,0,0,1,1
897,Room_897,2,1,1,1,0,1,1,1
898,Room_898,4,1,0,1,1,0,1,1
899,Room_899,3,0,1,0,0,0,0,1
900,Room_900,4,1,0,1,1,0,0,1
901,Room_901,2,1,1,1,0,0,0,1
902,Room_902,3,0,1,0,0,0,0,0
903,Room_903,3,1,0,0,1,1,1,1
904,Room_904,2,0,1,1,0,0,1,1
905,Room_905,1,1,1,1,1,0,0,0
906,Room_906,2,1,0,0,0,1,1,0
907,Room_907,3,1,0,1,1,1,0,1
908,Room_908,2,0,0,0,1,1,1,0
909,Room_909,3,0,1,0,0,0,0,0
910,Room_910,4,1,0,1,0,1,1,0
911,Room_911,2,1,0,0,0,0,1,1
912,Room_912,1,1,0,0,0,0,0,1
913,Room_913,3,1,1,0,0,0,1,1
914,Room_914,3,0,1,0,1,0,1,1
915,Room_915,2,1,0,1,1,0,1,0
916,Room_916,3,1,0,1,1,1,1,1
917,Room_917,2,0,1,1,0,0,1,1
918,Room_918,3,1,1,1,1,1,0,0
919,Room_919,2,1,1,1,0,1,1,0
920,Room_920,3,1,0,0,0,1,1,0
921,Room_921,1,1,0,1,1,1,1,1
922,Room_922,2,0,1,0,0,1,1,0
923,Room_923,2,1,0,1,0,1,0,0
924,Room_924,3,1,1,1,0,1,0,0
925,Room_925,2,1,1,1,0,0,0,0
926,Room_926,2,0,1,0,0,1,0,1
927,Room_927,2,0,1,0,0,0,0,0
928,Room_928,2,1,0,1,0,1,1,0
929,Room_929,3,1,1,1,1,0,0,1
930,Room_930,2,0,0,0,1,1,0,0
931,Room_931,2,0,1,1,1,1,0,1
932,Room_932,3,1,1,1,0,0,1,1
933,Room_933,3,0,1,1,0,1,0,0
934,Room_934,2,1,1,0,1,0,0,1
935,Room_935,3,1,0,1,0,1,1,1
936,Room_936,1,1,0,1,1,0,1,0
937,Room_937,2,0,1,0,0,0,0,0
938,Room_938,2,1,0,0,1,0,0,0
939,Room_939,2,0,1,1,1,1,1,0
940,Room_940,2,1,1,1,0,1,1,0
941,Room_941,2,1,1,1,0,0,0,1
942,Room_942,2,1,1,0,0,0,1,0
943,Room_943,3,1,0,0,1,1,1,0
944,Room_944,3,0,0,0,0,0,1,0
945,Room_945,4,1,1,0,1,1,0,1
946,Room_946,3,0,1,1,0,0,0,1
947,Room_947,2,0,0,1,1,1,0,1
948,Room_948,2,1,1,0,0,1,1,1
949,Room_949,3,1,1,0,0,0,0,0
950,Room_950,3,0,1,0,1,0,1,1
951,Room_951,2,0,0,1,0,0,0,1
952,Room_952,3,0,1,1,0,0,1,0
953,Room_953,2,1,0,0,0,0,0,1
954,Room_954,2,0,1,0,1,0,1,1
955,Room_955,2,1,0,1,1,1,0,1
956,Room_956,1,1,1,0,1,0,0,1
957,Room_957,2,0,0,1,1,1,1,1
958,Room_958,2,1,1,0,1,0,1,1
959,Room_959,4,1,1,0,1,1,1,0
960,Room_960,2,1,0,0,0,1,1,0
961,Room_961,3,1,0,1,0,1,1,1
962,Room_962,2,0,1,1,1,1,1,0
963,Room_963,3,1,0,0,0,1,1,1
964,Room_964,4,1,0,1,1,0,0,0
965,Room_965,1,0,1,1,1,1,1,0
966,Room_966,2,0,0,1,1,1,0,1
967,Room_967,3,0,1,0,0,0,1,1
968,Room_968,3,0,1,0,0,0,0,1
969,Room_969,2,1,0,1,1,1,1,1
970,Room_970,3,0,1,0,0,1,0,1
971,Room_971,2,0,0,0,1,0,0,0
972,Room_972,2,0,1,1,1,1,0,0
973,Room_973,2,1,1,1,0,0,1,0
974,Room_974,2,1,0,0,0,0,1,1
975,Room_975,3,1,1,1,1,0,0,1
976,Room_976,3,1,1,0,1,0,0,0
977,Room_977,4,1,0,1,1,1,1,1
978,Room_978,1,1,0,1,0,1,0,0
979,Room_979,2,0,1,0,0,0,0,1
980,Room_980,2,1,0,0,0,1,1,1
981,Room_981,2,1,0,1,0,0,0,1
982,Room_982,2,0,1,1,1,0,1,1
983,Room_983,2,1,0,1,1,0,0,1
984,Room_984,2,1,0,0,0,0,0,1
985,Room_985,3,0,1,0,0,1,0,0
986,Room_986,2,0,0,0,1,1,0,0
987,Room_987,2,1,1,0,0,0,1,0
988,Room_988,2,0,0,0,0,0,0,0
989,Room_989,3,1,0,1,0,1,1,1
990,Room_990,2,1,0,1,1,1,0,0
991,Room_991,3,0,0,0,1,1,0,1
992,Room_992,3,0,1,0,0,0,1,1
993,Room_993,3,1,1,0,0,0,0,1
994,Room_994,4,1,1,1,0,0,0,1
995,Room_995,3,0,1,0,0,0,0,1
996,Room_996,3,0,1,0,1,1,0,0
997,Room_997,2,1,1,0,1,0,0,1
998,Room_998,3,1,1,0,1,0,1,0
999,Room_999,2,1,1,1,1,1,1,0
1000,Room_1000,2,0,0,1,1,1,1,0
1001,Room_1001,2,0,1,1,1,0,1,1
1002,Room_1002,2,1,1,1,1,0,0,1
1003,Room_1003,3,1,1,1,1,1,1,0
1004,Room_1004,1,1,1,1,1,0,0,1
1005,Room_1005,2,1,0,0,1,0,1,0
1006,Room_1006,3,0,0,0,1,0,1,0
1007,Room_1007,2,0,0,1,1,1,0,1
1008,Room_1008,3,0,1,1,1,0,1,0
1009,Room_1009,4,0,0,0,1,0,0,0
1010,Room_1010,3,0,1,1,1,0,1,0
1011,Room_1011,2,1,1,0,1,0,0,1
1012,Room_1012,2,0,0,0,0,0,1,0
1013,Room_1013,2,0,1,0,1,0,0,1
1014,Room_1014,1,0,0,0,0,0,0,1
1015,Room_1015,2,1,1,1,0,0,1,1
1016,Room_1016,1,1,0,0,0,1,1,1
1017,Room_1017,3,1,1,0,0,0,0,0
1018,Room_1018,3,1,1,0,1,1,0,1
1019,Room_1019,2,1,1,0,0,1,1,0
1020,Room_1020,2,0,1,0,0,0,1,1
1021,Room_1021,3,0,0,0,1,1,0,0
1022,Room_1022,3,1,0,0,1,1,1,0
1023,Room_1023,2,1,1,1,0,0,0,1
1024,Room_1024,3,1,1,1,0,0,1,0
1025,Room_1025,2,1,0,1,1,1,1,0
1026,Room_1026,2,1,0,0,1,0,1,0
1027,Room_1027,2,0,0,0,0,0,1,0
1028,Room_1028,4,1,1,0,0,0,0,1
1029,Room_1029,2,0,0,1,1,0,1,1
1030,Room_1030,2,1,1,1,0,1,0,1
1031,Room_1031,2,1,1,1,1,0,1,1
1032,Room_1032,2,0,0,1,0,0,0,0
1033,Room_1033,2,0,0,1,0,1,1,0
1034,Room_1034,1,0,0,1,0,0,1,1
1035,Room_1035,2,0,1,0,1,1,0,0
1036,Room_1036,3,1,0,0,1,0,0,0
1037,Room_1037,3,1,1,1,0,1,0,1
1038,Room_1038,1,0,1,1,1,1,1,1
1039,Room_1039,2,1,0,0,0,0,1,0
1040,Room_1040,1,0,0,0,1,0,0,1
1041,Room_1041,3,0,0,0,0,1,0,1
1042,Room_1042,1,1,1,0,0,0,0,0
1043,Room_1043,3,0,1,0,0,0,0,0
1044,Room_1044,3,1,1,1,1,1,1,0
1045,Room_1045,2,1,0,0,1,1,1,1
1046,Room_1046,4,1,0,1,1,1,0,1
1047,Room_1047,1,0,0,0,0,1,0,0
1048,Room_1048,2,1,1,1,1,1,0,0
1049,Room_1049,2,0,1,0,1,1,0,0
1050,Room_1050,2,1,1,0,0,0,1,1
1051,Room_1051,3,1,0,0,0,0,1,0
1052,Room_1052,3,0,1,1,1,1,0,1
1053,Room_1053,3,1,0,0,0,0,1,1
1054,Room_1054,3,0,1,1,0,0,1,0
1055,Room_1055,1,1,1,0,1,1,0,0
1056,Room_1056,2,1,0,0,0,1,1,0
1057,Room_1057,2,1,0,0,1,1,1,0
1058,Room_1058,4,0,0,0,1,1,0,0
1059,Room_1059,2,1,1,0,1,0,0,1
1060,Room_1060,3,0,1,1,1,1,1,0
1061,Room_1061,2,0,0,1,0,0,1,1
1062,Room_1062,2,0,0,1,1,0,1,1
1063,Room_1063,2,1,0,0,0,1,0,1
1064,Room_1064,1,0,1,0,0,0,0,0
1065,Room_1065,2,0,1,0,0,0,1,1
1066,Room_1066,2,0,0,1,1,0,0,1
1067,Room_1067,3,0,1,1,0,1,1,1
1068,Room_1068,2,1,1,0,1,0,1,1
1069,Room_1069,2,1,1,0,1,0,0,0
1070,Room_1070,2,0,1,1,0,1,0,1
1071,Room_1071,3,1,1,1,1,0,1,0
1072,Room_1072,2,1,0,1,0,0,0,1
1073,Room_1073,3,0,1,1,1,0,0,1
1074,Room_1074,2,0,0,1,0,0,0,0
1075,Room_1075,3,0,0,0,0,0,1,1
1076,Room_1076,2,0,0,0,1,1,0,0
1077,Room_1077,2,0,1,0,0,0,0,0
1078,Room_1078,2,0,0,0,0,0,1,1
1079,Room_1079,3,0,1,1,0,1,0,1
1080,Room_1080,3,0,0,1,0,0,1,1
1081,Room_1081,4,1,0,1,1,1,0,1
1082,Room_1082,2,0,0,0,0,0,1,0
1083,Room_1083,3,1,0,1,1,1,0,1
1084,Room_1084,3,1,0,0,0,1,1,1
1085,Room_1085,2,0,1,1,1,0,0,1
1086,Room_1086,2,1,0,1,1,1,0,1
1087,Room_1087,2,0,0,0,1,1,0,0
1088,Room_1088,2,1,1,0,0,0,0,0
1089,Room_1089,2,1,0,1,0,1,0,1
1090,Room_1090,3,1,1,1,0,1,0,1
1091,Room_1091,3,0,0,0,0,0,1,1
1092,Room_1092,1,1,0,1,1,0,0,1
1093,Room_1093,3,0,1,1,0,1,0,1
1094,Room_1094,2,0,0,0,0,0,1,0
1095,Room_1095,2,1,0,1,0,1,0,1
1096,Room_1096,3,0,0,1,1,0,0,0
1097,Room_1097,2,0,1,0,0,0,0,0
1098,Room_1098,3,1,1,0,0,0,1,0
1099,Room_1099,2,0,0,1,1,1,0,0
1100,Room_1100,2,0,0,1,0,0,0,1
1101,Room_1101,3,1,0,0,0,0,0,1
1102,Room_1102,2,0,1,1,0,0,0,0
1103,Room_1103,2,0,0,1,1,1,0,1
1104,Room_1104,3,1,0,0,1,0,0,1
1105,Room_1105,2,1,1,1,1,1,1,0
1106,Room_1106,4,0,0,0,1,0,0,1
1107,Room_1107,3,0,0,0,1,1,0,1
1108,Room_1108,2,1,0,1,0,0,1,0
1109,Room_1109,2,0,0,1,0,0,0,1
1110,Room_1110,2,0,1,0,0,1,0,0
1111,Room_1111,3,0,1,0,0,0,0,1
1112,Room_1112,2,0,0,1,0,1,1,1
1113,Room_1113,2,1,0,0,1,1,0,0
1114,Room_1114,3,0,1,0,0,1,0,1
1115,Room_1115,4,1,0,0,1,1,0,0
1116,Room_1116,2,0,1,0,1,1,1,0
1117,Room_1117,3,1,0,0,0,0,1,1
1118,Room_1118,2,1,1,1,0,0,0,0
1119,Room_1119,2,1,0,1,0,0,1,1
1120,Room_1120,2,1,1,0,1,1,0,1
1121,Room_1121,2,0,0,0,1,1,0,0
1122,Room_1122,3,0,1,1,0,0,1,0
1123,Room_1123,2,1,0,0,1,0,0,0
1124,Room_1124,2,0,1,0,0,0,0,1
1125,Room_1125,4,1,1,0,0,0,0,1
1126,Room_1126,2,1,0,0,0,1,1,0
1127,Room_1127,3,0,1,1,0,0,1,1
1128,Room_1128,4,0,1,0,1,1,1,0
1129,Room_1129,3,1,0,1,1,0,0,0
1130,Room_1130,2,1,0,0,0,0,0,0
1131,Room_1131,3,0,0,1,0,0,0,1
1132,Room_1132,3,1,0,0,1,1,1,1
1133,Room_1133,1,0,1,1,0,0,0,0
1134,Room_1134,3,0,0,1,0,0,0,0
1135,Room_1135,2,1,0,1,1,0,0,1
1136,Room_1136,3,1,1,0,1,0,1,1
1137,Room_1137,3,0,0,1,0,1,1,0
1138,Room_1138,2,1,1,0,1,0,1,0
1139,Room_1139,2,0,1,1,1,0,1,1
1140,Room_1140,2,1,0,1,0,1,0,1
1141,Room_1141,2,0,1,0,1,0,0,1
1142,Room_1142,2,0,0,0,1,0,1,1
1143,Room_1143,2,1,0,1,0,1,0,1
1144,Room_1144,4,1,1,1,1,1,1,0
1145,Room_1145,1,0,1,0,0,1,0,0
1146,Room_1146,2,1,0,1,0,0,1,1
1147,Room_1147,2,0,1,0,0,1,1,1
1148,Room_1148,2,0,0,0,0,1,1,0
1149,Room_1149,2,0,1,0,0,1,0,0
1150,Room_1150,2,1,1,1,0,1,0,0
1151,Room_1151,3,1,0,1,1,1,1,1
1152,Room_1152,2,0,0,0,1,0,0,1
1153,Room_1153,2,0,0,0,1,0,1,1
1154,Room_1154,2,0,1,1,0,1,0,0
1155,Room_1155,2,0,0,1,1,1,0,0
1156,Room_1156,2,0,1,0,0,1,0,1
1157,Room_1157,3,0,1,0,0,1,1,1
1158,Room_1158,2,1,0,0,0,1,1,0
1159,Room_1159,2,0,1,1,0,1,1,1
1160,Room_1160,3,1,0,1,0,0,1,0
1161,Room_1161,4,0,1,0,0,0,0,1
1162,Room_1162,2,1,1,1,1,0,0,0
1163,Room_1163,2,0,0,1,0,0,1,0
1164,Room_1164,2,0,1,1,0,1,0,0
1165,Room_1165,2,1,1,0,0,1,0,1
1166,Room_1166,1,1,1,1,1,1,1,1
1167,Room_1167,3,1,0,1,0,0,0,1
1168,Room_1168,2,0,0,1,0,0,0,0
1169,Room_1169,2,0,1,1,0,1,1,1
1170,Room_1170,1,1,1,0,0,1,0,1
1171,Room_1171,2,1,1,0,1,0,0,1
1172,Room_1172,2,0,0,0,1,1,0,1
1173,Room_1173,4,1,1,1,1,0,0,1
1174,Room_1174,2,0,1,0,0,1,1,1
1175,Room_1175,3,1,1,0,1,1,1,0
1176,Room_1176,2,0,0,0,1,1,0,0
1177,Room_1177,2,1,0,0,0,1,1,1
1178,Room_1178,1,0,1,1,1,1,0,1
1179,Room_1179,2,1,1,1,1,0,0,0
1180,Room_1180,4,0,1,0,1,1,1,0
1181,Room_1181,1,0,0,1,1,1,1,0
1182,Room_1182,2,1,1,0,1,0,1,1
1183,Room_1183,3,0,1,0,0,1,1,1
1184,Room_1184,2,1,0,1,0,1,1,0
1185,Room_1185,2,0,0,1,0,0,0,0
1186,Room_1186,3,1,1,0,0,1,1,1
1187,Room_1187,2,1,1,1,1,0,1,1
1188,Room_1188,3,0,1,0,1,1,1,1
1189,Room_1189,1,0,1,0,0,1,1,1
1190,Room_1190,2,0,1,1,0,1,1,0
1191,Room_1191,3,1,1,0,0,1,0,1
1192,Room_1192,2,1,1,0,0,1,0,1
1193,Room_1193,2,0,0,1,1,0,1,0
