student_id,name,sleep,clean,noise,roommate_count,wants_ac,wants_private_bath,wants_balcony,wants_kitchen,wants_laundry,wants_wifi,wants_parking
2305,Student_2305,2,4,4,4,0,1,1,1,0,1,1
2306,Student_2306,2,4,3,4,1,1,1,0,1,1,0
2307,Student_2307,3,1,4,2,1,0,1,1,1,0,1
2308,Student_2308,1,4,2,3,1,1,1,0,0,0,0
2309,Student_2309,4,1,1,3,1,1,1,0,0,1,1
2310,Student_2310,4,5,2,4,0,0,0,0,1,1,0
2311,Student_2311,1,3,5,2,0,0,0,1,1,1,0
2312,Student_2312,1,4,2,4,1,1,1,0,0,1,0
2313,Student_2313,1,1,2,1,1,1,0,0,1,1,0
2314,Student_2314,2,1,4,1,1,0,1,1,0,0,0
2315,Student_2315,2,4,2,4,1,0,0,0,1,0,0
2316,Student_2316,2,2,3,3,0,0,1,1,0,0,1
2317,Student_2317,5,1,4,1,1,1,1,0,1,1,0
2318,Student_2318,4,4,4,2,1,0,1,0,1,0,1
2319,Student_2319,4,1,5,3,0,0,1,0,1,0,0
2320,Student_2320,3,2,3,1,1,0,1,1,0,1,0
2321,Student_2321,2,3,2,4,1,1,1,0,0,0,0
2322,Student_2322,5,2,5,3,0,1,0,0,0,1,1
2323,Student_2323,5,5,3,3,1,0,0,1,1,1,0
2324,Student_2324,4,4,5,1,0,1,0,1,0,1,1
2325,Student_2325,2,2,1,2,1,0,0,1,1,0,1
2326,Student_2326,3,3,2,1,0,0,0,1,0,1,0
2327,Student_2327,2,1,5,1,0,0,0,1,0,0,0
2328,Student_2328,1,4,1,1,1,1,1,1,0,1,1
2329,Student_2329,2,2,2,1,1,0,1,1,1,0,0
2330,Student_2330,1,3,5,1,1,1,0,0,0,1,1
2331,Student_2331,1,2,5,4,1,1,1,0,1,0,0
2332,Student_2332,3,5,5,1,0,0,0,0,1,1,1
2333,Student_2333,4,4,5,2,1,1,0,1,1,0,1
2334,Student_2334,2,1,4,3,1,0,1,0,1,0,1
2335,Student_2335,1,3,5,4,1,0,1,1,0,0,0
2336,Student_2336,2,2,4,2,0,0,0,0,1,1,1
2337,Student_2337,4,4,4,1,0,0,1,0,1,1,1
2338,Student_2338,4,2,1,2,0,1,1,1,0,0,1
2339,Student_2339,5,4,2,3,0,0,0,0,1,0,0
2340,Student_2340,4,5,4,2,0,0,0,1,1,0,0
2341,Student_2341,3,2,3,1,1,0,0,0,0,1,1
2342,Student_2342,1,5,4,3,1,0,0,1,1,0,1
2343,Student_2343,5,3,3,1,1,1,1,1,0,1,1
2344,Student_2344,3,5,1,1,0,1,0,1,1,0,0
2345,Student_2345,2,4,3,4,1,0,1,1,1,1,1
2346,Student_2346,1,3,1,3,0,1,1,0,0,0,1
2347,Student_2347,4,2,1,3,0,0,0,1,1,1,0
2348,Student_2348,1,2,1,1,0,0,1,0,0,1,0
2349,Student_2349,2,4,3,2,0,0,0,0,1,0,1
2350,Student_2350,5,1,3,3,0,1,1,0,0,0,1
2351,Student_2351,5,1,1,2,1,0,1,1,1,0,0
2352,Student_2352,5,2,1,2,1,1,1,1,0,0,1
2353,Student_2353,4,4,2,3,1,1,0,1,1,0,0
2354,Student_2354,3,1,1,2,1,0,1,1,1,1,0
2355,Student_2355,3,5,5,3,0,1,0,0,0,1,0
2356,Student_2356,1,2,2,4,1,0,1,1,1,1,1
2357,Student_2357,4,5,2,3,1,1,0,1,1,0,1
2358,Student_2358,5,4,2,3,0,1,1,0,1,1,1
2359,Student_2359,5,5,5,3,0,1,1,0,0,0,0
2360,Student_2360,2,1,2,4,0,1,1,1,1,1,1
2361,Student_2361,2,1,2,2,1,0,0,0,1,1,0
2362,Student_2362,5,3,3,4,1,0,1,1,1,0,1
2363,Student_2363,5,2,3,2,1,0,0,1,0,0,1
2364,Student_2364,4,4,1,3,0,0,1,0,0,0,0
2365,Student_2365,3,2,1,3,0,0,0,1,0,1,1
2366,Student_2366,2,5,4,4,0,0,1,0,1,1,0
2367,Student_2367,3,4,5,4,0,0,1,0,1,1,0
2368,Student_2368,4,4,3,4,0,1,1,0,1,0,0
2369,Student_2369,5,1,1,4,0,1,0,1,0,1,1
2370,Student_2370,3,5,5,3,1,0,0,1,0,1,0
2371,Student_2371,5,1,2,3,0,0,1,1,1,1,1
2372,Student_2372,5,1,5,1,0,1,0,0,0,0,0
2373,Student_2373,1,3,3,4,0,1,0,1,1,1,0
2374,Student_2374,3,1,4,4,0,0,1,1,0,1,0
2375,Student_2375,3,2,3,2,0,0,1,0,0,1,0
2376,Student_2376,5,4,1,2,0,1,1,0,1,1,1
2377,Student_2377,4,1,1,3,0,1,1,0,1,0,0
2378,Student_2378,1,2,5,1,0,1,0,1,1,1,0
2379,Student_2379,5,5,3,4,0,1,0,0,0,0,1
2380,Student_2380,2,4,1,1,1,1,1,0,0,1,0
2381,Student_2381,2,5,2,1,1,0,0,0,0,0,0
2382,Student_2382,1,2,2,3,1,1,0,1,0,1,0
2383,Student_2383,4,5,4,1,1,0,0,1,0,0,1
2384,Student_2384,5,5,5,4,0,1,1,0,0,1,1
2385,Student_2385,3,5,1,3,1,0,1,0,1,1,1
2386,Student_2386,1,1,4,1,1,0,1,1,0,1,1
2387,Student_2387,4,1,2,3,0,0,1,1,0,1,1
2388,Student_2388,3,1,4,3,0,0,1,1,0,0,1
2389,Student_2389,2,4,4,2,0,0,0,0,0,0,0
2390,Student_2390,2,2,1,3,0,1,1,1,0,0,0
2391,Student_2391,3,1,1,1,1,0,1,0,1,1,1
2392,Student_2392,1,5,1,2,0,1,0,1,0,0,1
2393,Student_2393,2,5,5,4,0,0,1,1,1,1,0
2394,Student_2394,5,5,4,4,0,1,0,0,1,0,1
2395,Student_2395,3,5,4,4,1,0,0,1,0,1,1
2396,Student_2396,3,3,5,4,1,0,1,0,0,1,0
2397,Student_2397,2,4,2,4,0,1,0,1,1,1,1
2398,Student_2398,1,2,3,1,1,1,0,0,0,1,0
2399,Student_2399,5,2,2,3,0,1,0,1,0,1,0
2400,Student_2400,1,1,5,2,1,1,1,0,0,0,0
2401,Student_2401,4,3,4,3,0,1,0,0,0,1,1
2402,Student_2402,4,2,4,3,1,0,0,0,0,0,0
2403,Student_2403,2,4,1,1,1,0,0,0,1,0,1
2404,Student_2404,2,5,1,1,1,0,0,0,1,1,1
2405,Student_2405,2,1,4,1,0,1,0,0,1,1,1
2406,Student_2406,4,4,4,2,1,0,1,1,1,0,1
2407,Student_2407,1,2,1,1,1,1,0,1,1,0,1
2408,Student_2408,1,3,1,3,1,0,0,0,0,1,1
2409,Student_2409,2,1,2,2,0,1,1,0,0,0,1
2410,Student_2410,5,2,4,1,1,1,0,1,0,0,0
2411,Student_2411,1,1,4,1,0,0,0,0,1,0,0
2412,Student_2412,4,2,5,1,0,1,0,1,0,1,0
2413,Student_2413,3,5,2,3,0,0,1,1,0,0,0
2414,Student_2414,3,3,3,1,0,0,1,0,1,1,1
2415,Student_2415,3,5,3,3,0,1,1,0,1,0,1
2416,Student_2416,5,2,3,2,1,0,0,0,1,0,0
2417,Student_2417,2,4,1,1,0,1,0,0,0,1,0
2418,Student_2418,4,5,3,4,1,1,1,1,1,1,1
2419,Student_2419,5,4,5,4,1,0,1,1,1,1,0
2420,Student_2420,4,2,1,3,0,1,1,0,1,1,1
2421,Student_2421,4,3,1,1,0,1,1,0,0,0,1
2422,Student_2422,2,4,3,1,0,0,1,1,1,0,0
2423,Student_2423,3,2,1,4,1,1,0,0,1,0,0
2424,Student_2424,2,4,2,2,1,1,0,1,1,0,0
2425,Student_2425,5,5,2,2,1,1,0,0,1,0,0
2426,Student_2426,5,2,3,3,1,1,0,1,1,0,1
2427,Student_2427,5,5,5,4,1,0,0,1,1,0,0
2428,Student_2428,2,1,1,3,1,0,0,1,0,1,0
2429,Student_2429,4,2,4,3,1,0,0,1,0,0,1
2430,Student_2430,4,4,3,2,1,0,0,0,1,1,1
2431,Student_2431,1,1,1,4,1,0,0,0,0,0,1
2432,Student_2432,5,5,3,3,0,0,1,1,0,0,1
2433,Student_2433,4,5,3,2,1,1,0,1,0,0,1
2434,Student_2434,1,4,5,2,0,1,0,1,1,0,1
2435,Student_2435,4,1,4,1,0,1,0,0,1,1,0
2436,Student_2436,5,3,1,4,1,1,1,0,0,0,1
2437,Student_2437,3,4,3,4,1,1,1,0,0,0,0
2438,Student_2438,5,5,3,1,1,0,0,0,0,0,0
2439,Student_2439,2,2,1,3,1,0,0,0,0,0,1
2440,Student_2440,4,1,3,2,1,1,0,1,1,0,1
2441,Student_2441,4,3,3,2,1,0,0,0,0,0,1
2442,Student_2442,2,2,3,2,0,0,1,0,1,1,1
2443,Student_2443,2,1,2,1,0,0,1,0,0,1,0
2444,Student_2444,3,4,2,2,1,0,0,0,1,1,1
2445,Student_2445,4,4,4,3,0,0,1,1,1,1,1
2446,Student_2446,4,1,5,3,0,1,1,1,1,1,0
2447,Student_2447,3,3,1,1,0,1,1,1,1,1,1
2448,Student_2448,1,1,5,3,0,0,1,0,1,1,1
2449,Student_2449,3,2,5,4,0,0,0,1,1,0,0
2450,Student_2450,5,2,2,4,0,0,1,1,1,1,0
2451,Student_2451,4,4,4,2,1,1,1,0,0,1,1
2452,Student_2452,2,1,5,2,0,0,0,1,1,1,0
2453,Student_2453,5,4,5,4,0,0,0,0,0,1,1
2454,Student_2454,4,3,3,3,0,0,0,1,0,0,1
2455,Student_2455,3,2,1,1,0,0,0,0,0,1,0
2456,Student_2456,5,5,4,2,1,1,1,1,0,1,0
2457,Student_2457,4,5,1,2,0,1,0,1,0,1,0
2458,Student_2458,1,1,2,4,1,0,1,0,0,1,0
2459,Student_2459,1,1,5,4,0,1,0,1,0,0,1
2460,Student_2460,2,5,5,1,1,0,1,0,1,0,1
2461,Student_2461,4,1,1,2,0,1,0,1,0,1,1
2462,Student_2462,1,2,2,3,0,0,0,0,0,0,0
2463,Student_2463,3,3,3,3,0,1,1,1,0,1,1
2464,Student_2464,4,3,3,4,1,0,0,1,0,0,0
2465,Student_2465,3,4,5,1,1,0,0,1,0,0,0
2466,Student_2466,3,2,5,4,1,0,0,0,0,0,0
2467,Student_2467,1,1,4,1,1,0,0,0,1,0,0
2468,Student_2468,4,1,1,3,0,1,0,0,0,1,1
2469,Student_2469,5,4,5,1,0,1,0,1,0,0,1
2470,Student_2470,1,4,2,3,1,1,0,0,0,1,0
2471,Student_2471,1,1,1,1,0,1,0,0,0,1,1
2472,Student_2472,4,1,4,4,0,0,0,1,0,0,0
2473,Student_2473,4,2,3,3,0,1,0,0,1,0,1
2474,Student_2474,3,4,4,2,1,1,1,0,0,0,1
2475,Student_2475,4,2,1,2,1,1,1,0,0,1,1
2476,Student_2476,3,1,3,3,0,1,1,1,1,1,0
2477,Student_2477,1,5,2,2,1,0,1,0,0,0,0
2478,Student_2478,2,5,3,3,1,0,0,0,1,1,1
2479,Student_2479,5,1,3,4,1,1,1,0,1,0,1
2480,Student_2480,1,4,2,4,1,1,0,1,1,0,1
2481,Student_2481,4,5,5,1,0,0,0,0,0,0,0
2482,Student_2482,5,4,5,2,1,0,1,1,0,0,1
2483,Student_2483,2,5,3,2,1,1,0,0,1,1,1
2484,Student_2484,2,4,3,2,0,1,1,1,1,0,0
2485,Student_2485,3,5,4,3,1,1,1,0,0,1,1
2486,Student_2486,5,4,5,4,0,1,1,0,0,1,1
2487,Student_2487,3,2,2,2,0,0,1,1,1,1,1
2488,Student_2488,1,4,3,1,1,0,0,1,1,0,1
2489,Student_2489,5,2,3,2,0,0,1,0,0,1,0
2490,Student_2490,1,2,4,1,0,0,1,0,1,0,1
2491,Student_2491,3,1,4,2,1,0,0,0,1,1,1
2492,Student_2492,5,2,4,2,1,0,1,0,1,0,0
2493,Student_2493,3,3,1,4,1,1,0,0,1,0,0
2494,Student_2494,5,2,2,1,0,0,1,0,1,1,1
2495,Student_2495,3,4,1,2,0,1,1,1,0,1,0
2496,Student_2496,2,2,3,1,0,0,0,1,0,1,0
2497,Student_2497,3,4,4,1,0,1,0,1,0,0,0
2498,Student_2498,2,4,4,4,0,0,0,1,0,0,1
2499,Student_2499,3,3,4,4,0,0,1,0,1,0,0
2500,Student_2500,5,2,5,1,1,1,1,1,0,1,0
2501,Student_2501,5,2,2,4,0,1,1,1,1,0,0
2502,Student_2502,5,5,1,2,0,1,0,1,0,0,1
2503,Student_2503,4,5,2,2,1,1,0,1,1,0,0
2504,Student_2504,1,1,4,4,0,0,1,0,1,0,1
2505,Student_2505,5,4,3,1,0,0,0,1,0,1,1
2506,Student_2506,2,3,5,2,0,0,1,1,1,0,0
2507,Student_2507,5,5,2,3,1,0,1,0,1,1,1
2508,Student_2508,4,2,3,1,1,0,0,0,0,0,1
2509,Student_2509,2,1,4,1,1,1,0,1,0,0,1
2510,Student_2510,4,3,4,3,1,0,1,1,1,0,1
2511,Student_2511,2,2,4,3,0,0,0,1,0,1,0
2512,Student_2512,3,2,4,1,0,1,1,0,1,0,1
2513,Student_2513,1,4,5,3,1,0,0,1,0,1,1
2514,Student_2514,1,4,5,4,0,1,0,0,1,0,0
2515,Student_2515,4,5,2,4,0,0,0,0,0,1,1
2516,Student_2516,1,5,4,1,0,0,1,1,0,0,0
2517,Student_2517,4,2,5,4,1,0,1,1,0,1,0
2518,Student_2518,4,2,3,2,0,1,1,0,1,1,0
2519,Student_2519,4,5,5,4,1,1,1,0,0,0,0
2520,Student_2520,1,5,5,4,0,1,0,0,0,0,0
2521,Student_2521,4,2,2,3,0,0,0,0,1,1,1
2522,Student_2522,1,3,5,4,1,1,1,0,0,0,1
2523,Student_2523,4,2,3,1,1,0,1,0,1,0,0
2524,Student_2524,5,3,4,4,0,0,1,1,0,0,1
2525,Student_2525,4,3,1,4,1,1,0,1,0,1,0
2526,Student_2526,2,2,2,1,1,1,0,1,0,1,1
2527,Student_2527,4,1,3,1,0,1,0,1,1,0,1
2528,Student_2528,3,5,2,3,1,0,1,0,0,0,0
2529,Student_2529,4,4,4,2,1,1,1,0,1,1,0
2530,Student_2530,2,2,5,4,1,0,0,1,0,0,1
2531,Student_2531,2,3,5,2,1,0,1,1,0,0,0
2532,Student_2532,1,2,3,3,1,1,1,1,1,1,1
2533,Student_2533,5,5,4,1,1,0,0,1,1,0,1
2534,Student_2534,4,3,1,1,0,1,1,1,0,1,1
2535,Student_2535,1,4,1,1,1,0,0,0,1,0,1
2536,Student_2536,5,4,5,3,1,0,1,0,1,1,1
2537,Student_2537,4,4,4,4,0,0,1,1,0,1,1
2538,Student_2538,3,1,4,3,1,1,1,1,1,0,0
2539,Student_2539,4,3,3,1,1,0,0,1,1,1,1
2540,Student_2540,2,3,1,4,0,0,0,1,0,0,0
2541,Student_2541,2,1,3,1,0,0,1,1,0,1,1
2542,Student_2542,3,3,2,1,1,1,1,1,1,1,1
2543,Student_2543,1,1,4,3,1,0,0,1,1,0,1
2544,Student_2544,5,2,1,3,0,0,1,1,1,0,1
2545,Student_2545,4,5,3,2,1,1,1,0,0,1,0
2546,Student_2546,2,4,5,1,1,0,0,1,1,0,0
2547,Student_2547,1,1,2,4,0,1,1,1,0,1,0
2548,Student_2548,3,1,3,1,0,1,1,1,0,1,1
2549,Student_2549,2,1,5,4,0,1,1,0,1,1,1
2550,Student_2550,3,2,1,2,1,0,1,1,1,0,1
2551,Student_2551,4,1,1,1,0,0,0,0,1,1,0
2552,Student_2552,5,5,2,4,1,0,0,1,1,0,0
2553,Student_2553,2,5,5,4,0,0,0,0,1,1,1
2554,Student_2554,2,4,4,2,0,0,1,0,0,1,1
2555,Student_2555,4,2,1,3,1,0,0,1,1,0,0
2556,Student_2556,1,5,4,2,0,1,1,1,1,0,0
2557,Student_2557,5,3,4,4,1,1,1,1,0,0,1
2558,Student_2558,2,3,3,2,1,1,1,0,0,1,0
2559,Student_2559,5,3,3,3,1,0,0,0,0,1,0
2560,Student_2560,2,1,1,1,1,1,1,1,0,0,0
2561,Student_2561,5,1,4,2,1,1,1,0,0,0,1
2562,Student_2562,3,3,3,2,0,0,1,1,1,0,1
2563,Student_2563,2,4,5,1,0,0,0,0,0,1,0
2564,Student_2564,5,4,5,2,1,1,1,1,0,1,1
2565,Student_2565,1,1,5,3,1,1,0,1,0,1,1
2566,Student_2566,3,3,5,4,1,0,0,0,1,0,1
2567,Student_2567,3,4,4,2,1,1,1,0,0,1,0
2568,Student_2568,1,1,5,1,0,1,1,0,1,0,1
2569,Student_2569,5,3,4,1,0,0,0,0,1,0,0
2570,Student_2570,4,2,1,2,0,1,0,0,1,0,1
2571,Student_2571,1,3,1,1,0,0,0,1,1,1,1
2572,Student_2572,5,3,5,4,0,0,0,1,1,1,1
2573,Student_2573,1,5,5,4,0,1,1,0,0,1,0
2574,Student_2574,1,5,5,1,1,1,1,0,1,0,0
2575,Student_2575,2,2,1,2,0,0,0,0,1,1,1
2576,Student_2576,5,2,3,2,0,0,0,1,0,1,1
2577,Student_2577,4,3,1,1,1,1,0,1,0,0,1
2578,Student_2578,2,4,5,4,1,0,1,1,1,0,0
2579,Student_2579,1,2,3,4,1,1,0,1,0,0,0
2580,Student_2580,1,3,3,2,1,1,0,1,1,1,1
2581,Student_2581,1,1,2,4,1,0,0,1,0,0,0
2582,Student_2582,5,5,4,3,0,1,0,1,1,0,1
2583,Student_2583,5,4,5,4,1,1,0,0,1,1,0
2584,Student_2584,2,3,4,2,1,0,0,1,1,0,1
2585,Student_2585,4,1,2,4,1,1,0,1,0,0,1
2586,Student_2586,2,5,4,4,0,0,0,1,0,1,1
2587,Student_2587,3,1,5,1,1,0,1,1,0,0,1
2588,Student_2588,1,3,2,3,1,1,1,0,0,1,1
2589,Student_2589,1,2,4,1,0,0,1,0,1,0,0
2590,Student_2590,1,5,1,4,1,0,0,0,0,1,0
2591,Student_2591,2,1,3,4,0,1,1,0,0,0,0
2592,Student_2592,2,2,2,1,0,1,0,1,1,0,1
2593,Student_2593,1,4,1,3,1,1,1,0,1,1,0
2594,Student_2594,2,3,5,2,0,1,0,1,0,1,0
2595,Student_2595,5,3,3,1,1,0,1,0,1,1,1
2596,Student_2596,5,5,2,4,1,0,1,0,0,0,1
2597,Student_2597,2,1,3,4,1,0,0,0,0,0,1
2598,Student_2598,1,4,2,2,0,1,1,1,0,0,1
2599,Student_2599,2,5,2,4,0,0,1,0,1,1,0
2600,Student_2600,2,5,4,4,0,1,1,0,1,0,1
2601,Student_2601,2,1,3,2,0,1,1,0,1,1,1
2602,Student_2602,3,4,3,4,0,1,0,1,1,0,1
2603,Student_2603,5,1,1,4,1,0,0,1,1,1,1
2604,Student_2604,4,3,5,3,1,0,0,1,0,1,0
2605,Student_2605,4,2,1,1,1,1,0,1,0,1,1
2606,Student_2606,3,3,4,3,0,1,0,1,1,1,0
2607,Student_2607,2,3,2,3,0,1,1,0,0,0,1
2608,Student_2608,3,5,4,4,0,1,0,1,0,1,0
2609,Student_2609,3,3,4,1,1,0,0,0,1,0,1
2610,Student_2610,1,4,1,1,1,0,0,1,1,0,1
2611,Student_2611,5,3,2,4,0,1,0,0,1,1,1
2612,Student_2612,4,4,5,3,1,0,0,1,0,1,1
2613,Student_2613,2,1,4,3,0,1,0,0,1,0,1
2614,Student_2614,4,5,5,3,1,1,1,1,0,0,1
2615,Student_2615,4,4,2,1,0,1,1,1,1,0,1
2616,Student_2616,5,3,2,4,0,1,0,1,1,1,0
2617,Student_2617,4,5,1,1,1,0,0,0,1,0,0
2618,Student_2618,4,5,3,3,1,1,0,1,1,0,1
2619,Student_2619,3,4,1,1,0,0,1,0,1,0,0
2620,Student_2620,5,4,5,1,1,1,0,0,0,0,0
2621,Student_2621,1,2,1,4,1,1,1,1,0,0,0
2622,Student_2622,2,2,2,4,1,0,1,0,1,0,1
2623,Student_2623,4,5,4,1,0,0,0,1,1,1,1
2624,Student_2624,2,2,3,2,1,0,1,0,0,1,1
2625,Student_2625,1,3,2,4,1,1,1,1,1,1,1
2626,Student_2626,2,1,4,2,1,1,0,0,1,1,0
2627,Student_2627,1,5,5,4,1,0,1,0,0,1,1
2628,Student_2628,3,1,5,3,0,0,1,1,0,0,0
2629,Student_2629,4,2,5,2,0,1,0,1,0,1,1
2630,Student_2630,1,4,1,3,0,1,0,0,0,0,1
2631,Student_2631,2,5,5,3,1,0,1,0,0,1,1
2632,Student_2632,4,2,5,1,0,0,0,1,1,1,0
2633,Student_2633,3,3,1,3,1,1,0,0,0,1,1
2634,Student_2634,4,5,4,3,0,1,0,0,0,1,0
2635,Student_2635,1,5,2,3,0,1,0,0,0,0,1
2636,Student_2636,3,4,3,3,1,1,1,0,0,0,0
2637,Student_2637,2,5,5,1,1,1,0,0,0,1,1
2638,Student_2638,3,4,5,1,1,0,0,1,1,0,0
2639,Student_2639,3,2,5,3,0,1,0,0,1,1,1
2640,Student_2640,5,3,1,2,1,0,0,1,0,0,1
2641,Student_2641,3,3,1,4,1,1,1,0,1,1,1
2642,Student_2642,3,5,1,2,1,1,1,1,1,0,1
2643,Student_2643,4,5,3,3,0,1,1,1,1,0,1
2644,Student_2644,2,2,2,1,1,1,1,1,1,1,1
2645,Student_2645,4,4,5,3,0,0,1,0,1,1,0
2646,Student_2646,4,3,4,3,0,1,0,0,0,0,0
2647,Student_2647,1,4,5,1,1,1,1,1,1,0,1
2648,Student_2648,4,2,5,2,1,1,0,0,0,1,0
2649,Student_2649,5,3,5,4,1,0,1,1,0,1,0
2650,Student_2650,5,3,5,3,1,1,0,1,1,1,1
2651,Student_2651,1,1,2,1,0,1,1,0,0,1,0
2652,Student_2652,2,2,4,4,1,0,0,0,0,0,1
2653,Student_2653,2,2,1,4,1,1,1,0,1,0,1
2654,Student_2654,4,1,4,4,0,0,0,0,0,1,0
2655,Student_2655,4,4,5,1,0,0,1,1,1,0,1
2656,Student_2656,4,1,4,3,1,1,0,1,1,1,0
2657,Student_2657,2,2,5,1,1,1,1,0,0,0,1
2658,Student_2658,3,4,4,3,1,0,0,1,1,0,0
2659,Student_2659,5,3,3,2,1,1,0,0,1,0,1
2660,Student_2660,3,1,4,4,1,1,1,1,1,0,1
2661,Student_2661,3,4,1,3,0,0,0,0,1,1,0
2662,Student_2662,2,4,1,2,0,0,1,0,1,1,0
2663,Student_2663,3,4,4,1,0,1,0,1,1,0,1
2664,Student_2664,1,1,4,4,1,1,0,0,1,0,1
2665,Student_2665,4,3,2,3,1,1,1,1,0,1,1
2666,Student_2666,1,4,4,4,1,1,0,1,1,1,1
2667,Student_2667,5,1,1,4,1,0,0,1,1,1,0
2668,Student_2668,4,2,3,4,0,1,0,0,1,0,0
2669,Student_2669,3,1,1,1,0,1,1,1,0,1,0
2670,Student_2670,5,1,2,4,1,1,1,1,0,1,1
2671,Student_2671,4,1,4,3,1,0,0,0,1,1,0
2672,Student_2672,3,4,3,1,1,0,1,0,1,0,0
2673,Student_2673,1,1,1,2,0,1,1,0,1,0,1
2674,Student_2674,4,2,3,3,0,0,1,1,0,1,0
2675,Student_2675,3,4,5,1,1,0,0,1,0,1,1
2676,Student_2676,1,2,1,3,1,1,1,1,1,0,0
2677,Student_2677,5,5,5,3,0,0,0,0,0,0,1
2678,Student_2678,5,1,3,2,1,0,1,0,1,0,1
2679,Student_2679,5,4,4,1,0,1,0,1,1,1,0
2680,Student_2680,5,4,4,4,1,0,0,0,1,1,1
2681,Student_2681,2,1,4,3,0,0,0,1,0,0,1
2682,Student_2682,4,3,5,3,1,1,0,0,0,1,1
2683,Student_2683,4,3,4,3,0,1,1,0,0,0,0
2684,Student_2684,2,2,2,3,0,0,1,0,1,0,0
2685,Student_2685,3,1,1,3,1,1,1,0,1,0,1
2686,Student_2686,3,1,1,1,0,1,1,1,0,1,1
2687,Student_2687,5,5,3,3,1,0,1,1,1,1,1
2688,Student_2688,1,3,5,3,0,0,0,1,0,1,1
2689,Student_2689,3,3,1,3,1,1,0,1,0,0,1
2690,Student_2690,1,1,5,4,1,1,1,1,1,0,0
2691,Student_2691,4,2,3,4,0,1,1,0,0,1,1
2692,Student_2692,1,1,4,1,1,0,1,0,1,0,1
2693,Student_2693,4,2,3,3,1,0,0,0,1,0,1
2694,Student_2694,2,3,2,3,1,0,0,0,1,1,1
2695,Student_2695,2,5,4,2,1,1,0,1,0,0,0
2696,Student_2696,5,4,4,4,0,0,1,1,0,1,0
2697,Student_2697,3,3,4,2,0,0,0,0,0,1,0
2698,Student_2698,5,2,3,3,1,1,1,1,0,1,1
2699,Student_2699,4,1,2,3,0,0,1,1,1,0,1
2700,Student_2700,5,3,5,2,1,1,0,1,0,1,1
2701,Student_2701,1,5,3,1,1,1,1,0,0,1,1
2702,Student_2702,4,2,1,1,1,1,1,1,1,0,0
2703,Student_2703,2,1,1,2,0,1,0,0,1,1,1
2704,Student_2704,3,4,3,3,1,1,0,1,1,1,0
2705,Student_2705,4,2,5,2,1,0,1,0,1,0,1
2706,Student_2706,4,1,1,4,0,1,1,0,0,0,0
2707,Student_2707,1,4,5,1,1,1,1,0,1,1,0
2708,Student_2708,3,1,4,2,0,1,1,0,0,1,0
2709,Student_2709,2,4,3,1,0,1,1,0,0,0,0
2710,Student_2710,4,4,4,4,0,0,1,1,0,1,0
2711,Student_2711,4,4,1,3,1,0,1,0,1,0,1
2712,Student_2712,1,1,5,3,1,0,1,1,1,0,1
2713,Student_2713,5,4,4,3,1,0,1,1,0,1,0
2714,Student_2714,2,2,1,1,1,1,0,0,0,1,0
2715,Student_2715,3,5,2,4,1,1,1,1,1,1,1
2716,Student_2716,4,5,4,2,1,1,0,1,1,0,0
2717,Student_2717,4,4,2,3,1,0,1,1,0,1,1
2718,Student_2718,2,5,2,1,1,1,0,0,0,0,0
2719,Student_2719,5,5,1,3,1,0,0,1,1,1,1
2720,Student_2720,4,4,3,4,1,1,1,1,1,0,0
2721,Student_2721,2,4,5,2,1,1,0,0,0,0,1
2722,Student_2722,1,2,1,3,1,0,0,0,1,0,1
2723,Student_2723,5,3,4,4,0,1,0,1,1,0,0
2724,Student_2724,3,1,5,1,0,1,0,1,1,0,1
2725,Student_2725,4,4,3,4,1,1,1,1,0,0,0
2726,Student_2726,2,4,1,1,1,1,0,1,1,1,1
2727,Student_2727,1,5,3,3,0,1,1,1,1,0,1
2728,Student_2728,3,2,4,3,0,0,0,0,1,0,1
2729,Student_2729,2,5,1,4,1,1,0,0,1,1,0
2730,Student_2730,2,4,4,1,1,1,1,1,1,1,0
2731,Student_2731,3,4,5,4,1,0,0,1,1,0,0
2732,Student_2732,1,5,5,4,1,1,1,1,1,0,1
2733,Student_2733,1,4,3,3,1,1,1,1,1,0,0
2734,Student_2734,5,3,3,3,0,1,1,0,0,1,1
2735,Student_2735,4,1,5,3,1,1,0,0,0,0,0
2736,Student_2736,3,1,2,4,0,1,0,1,1,0,1
2737,Student_2737,3,1,5,4,0,1,1,1,0,0,0
2738,Student_2738,3,3,1,2,1,0,1,0,1,0,0
2739,Student_2739,1,4,4,2,1,0,0,0,1,1,1
2740,Student_2740,4,5,5,4,0,1,0,0,0,1,0
2741,Student_2741,5,2,5,2,1,1,1,1,0,0,0
2742,Student_2742,2,4,4,4,0,1,0,1,1,1,0
2743,Student_2743,2,3,4,3,0,1,1,1,1,0,1
2744,Student_2744,3,3,1,1,1,1,0,0,1,0,1
2745,Student_2745,4,1,4,3,1,0,1,1,0,1,0
2746,Student_2746,1,4,3,4,1,1,0,0,0,0,0
2747,Student_2747,4,1,5,3,0,0,0,0,1,1,1
2748,Student_2748,4,2,4,4,0,1,0,1,1,1,1
2749,Student_2749,1,1,1,4,0,0,0,0,1,0,1
2750,Student_2750,3,2,4,2,1,0,1,0,0,1,1
2751,Student_2751,4,3,5,4,0,0,0,1,1,1,1
2752,Student_2752,2,1,2,1,1,0,1,1,1,1,1
2753,Student_2753,1,1,4,2,1,1,1,0,1,1,0
